crime_id,date,year,month,day,day_of_week,time,hour,city,neighborhood,crime_type,severity,latitude,longitude,victim_age,victim_gender,arrested,domestic_violence,case_status,description,month_name,quarter,hour_category,season
CR009374,2022-11-17,2022,11,17,Thursday,10:09,10,Dallas,Dallas - Neighborhood 5,Assault,4,32.8544,-96.7403,36.0,,False,True,Closed,Suspect involved in assault incident,November,4,Morning,Fall
CR009375,2022-08-02,2022,8,2,Tuesday,21:47,21,New York,New York - Neighborhood 8,Drug Offense,2,40.703,-74.0981,38.0,Unknown,False,False,Closed,Suspect involved in drug offense incident,August,3,Evening,Summer
CR009376,2023-10-31,2023,10,31,Tuesday,19:23,19,San Antonio,San Antonio - Neighborhood 3,Theft,2,29.4658,-98.4119,52.0,,True,False,Archived,Police responded to theft call,October,4,Evening,Fall
CR009377,2020-04-26,2020,4,26,Sunday,14:30,14,New York,New York - Neighborhood 6,Drug Offense,2,40.6254,-74.0162,87.0,Unknown,False,False,Closed,Report of drug offense at 14:30,April,2,Afternoon,Spring
CR009378,2023-11-24,2023,11,24,Friday,09:31,9,Chicago,Chicago - Neighborhood 5,Theft,2,41.7921,-87.5329,90.0,,True,False,Closed,Victim reported theft,November,4,Morning,Fall
CR009379,2023-08-29,2023,8,29,Tuesday,06:23,6,Los Angeles,Los Angeles - Neighborhood 3,Assault,4,33.9504,-118.3243,49.0,Male,True,False,Open,Suspect involved in assault incident,August,3,Morning,Summer
CR009380,2023-05-12,2023,5,12,Friday,10:41,10,Los Angeles,Los Angeles - Neighborhood 3,Drug Offense,2,33.9904,-118.2606,,Female,False,False,Archived,Police responded to drug offense call,May,2,Morning,Spring
CR009381,2022-06-04,2022,6,4,Saturday,22:57,22,Philadelphia,Philadelphia - Neighborhood 6,Robbery,4,39.9143,-75.2686,52.0,,True,False,Closed,Report of robbery at 22:57,June,2,Evening,Summer
CR009382,2023-04-17,2023,4,17,Monday,05:17,5,New York,New York - Neighborhood 10,Theft,2,40.7058,-73.9952,12.0,Female,True,False,Pending,Victim reported theft,April,2,Late Night,Spring
CR009383,2020-09-01,2020,9,1,Tuesday,15:37,15,New York,New York - Neighborhood 3,Vandalism,2,40.7925,-74.0035,27.0,Unknown,False,False,Closed,Report of vandalism at 15:37,September,3,Afternoon,Fall
CR009384,2020-06-01,2020,6,1,Monday,16:08,16,New York,New York - Neighborhood 1,Robbery,4,40.6357,-73.9869,75.0,,False,False,Pending,Suspect involved in robbery incident,June,2,Afternoon,Summer
CR009385,2022-05-22,2022,5,22,Sunday,09:46,9,New York,New York - Neighborhood 10,Vandalism,2,40.7769,-73.9297,29.0,Unknown,False,False,Pending,Suspect involved in vandalism incident,May,2,Morning,Spring
CR009386,2021-07-28,2021,7,28,Wednesday,14:54,14,Los Angeles,Los Angeles - Neighborhood 1,Robbery,4,34.1437,-118.2345,27.0,Male,False,False,Open,Police responded to robbery call,July,3,Afternoon,Summer
CR009387,2020-02-09,2020,2,9,Sunday,14:41,14,New York,New York - Neighborhood 5,Vandalism,2,40.6525,-74.0874,85.0,Female,False,False,Closed,Victim reported vandalism,February,1,Afternoon,Winter
CR009388,2022-06-24,2022,6,24,Friday,05:30,5,San Jose,San Jose - Neighborhood 5,Drug Offense,2,37.2483,-121.8786,52.0,Unknown,False,False,Open,Police responded to drug offense call,June,2,Late Night,Summer
CR009389,2022-04-17,2022,4,17,Sunday,03:28,3,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,33.9922,-118.2005,52.0,Unknown,False,False,Closed,Report of theft at 03:28,April,2,Late Night,Spring
CR009390,2022-08-16,2022,8,16,Tuesday,05:27,5,Houston,Houston - Neighborhood 6,Assault,4,29.7466,-95.443,44.0,Female,False,False,Archived,Suspect involved in assault incident,August,3,Late Night,Summer
CR009391,2023-07-02,2023,7,2,Sunday,18:43,18,New York,New York - Neighborhood 2,Theft,2,40.6332,-74.028,,Unknown,False,False,Archived,Suspect involved in theft incident,July,3,Evening,Summer
CR009392,2022-08-09,2022,8,9,Tuesday,08:56,8,Philadelphia,Philadelphia - Neighborhood 6,Robbery,4,39.8975,-75.1303,,,True,False,Closed,Police responded to robbery call,August,3,Morning,Summer
CR009393,2022-12-24,2022,12,24,Saturday,18:19,18,New York,New York - Neighborhood 2,Robbery,4,40.8055,-74.076,31.0,Unknown,False,True,Closed,Victim reported robbery,December,4,Evening,Winter
CR009394,2021-02-10,2021,2,10,Wednesday,20:37,20,Phoenix,Phoenix - Neighborhood 1,Theft,2,33.4533,-112.0798,,Unknown,False,False,Closed,Victim reported theft,February,1,Evening,Winter
CR009395,2022-05-24,2022,5,24,Tuesday,21:48,21,Philadelphia,Philadelphia - Neighborhood 2,Theft,2,39.8551,-75.1239,62.0,Female,False,False,Open,Victim reported theft,May,2,Evening,Spring
CR009396,2020-06-22,2020,6,22,Monday,09:20,9,Chicago,Chicago - Neighborhood 3,Burglary,3,41.9267,-87.6348,13.0,Female,False,False,Pending,Report of burglary at 09:20,June,2,Morning,Summer
CR009397,2023-07-18,2023,7,18,Tuesday,15:14,15,Houston,Houston - Neighborhood 7,Theft,2,29.7424,-95.4243,47.0,Female,False,False,Pending,Report of theft at 15:14,July,3,Afternoon,Summer
CR009398,2022-05-02,2022,5,2,Monday,10:18,10,Philadelphia,Philadelphia - Neighborhood 5,Burglary,3,40.0485,-75.0773,46.0,Male,True,False,Pending,Report of burglary at 10:18,May,2,Morning,Spring
CR009399,2020-07-17,2020,7,17,Friday,11:37,11,New York,New York - Neighborhood 4,Theft,2,40.6617,-74.0177,25.0,Female,False,True,Closed,Police responded to theft call,July,3,Morning,Summer
CR009400,2020-11-29,2020,11,29,Sunday,07:04,7,Los Angeles,Los Angeles - Neighborhood 5,Theft,2,34.1226,-118.2469,,Unknown,False,False,Closed,Suspect involved in theft incident,November,4,Morning,Fall
CR009401,2022-11-15,2022,11,15,Tuesday,12:36,12,Chicago,Chicago - Neighborhood 1,Theft,2,41.8135,-87.6738,88.0,Male,False,False,Closed,Victim reported theft,November,4,Afternoon,Fall
CR009402,2020-12-01,2020,12,1,Tuesday,03:25,3,New York,New York - Neighborhood 5,Drug Offense,2,40.7498,-73.9129,88.0,Unknown,False,False,Pending,Report of drug offense at 03:25,December,4,Late Night,Winter
CR009403,2020-06-11,2020,6,11,Thursday,01:54,1,Houston,Houston - Neighborhood 1,Domestic Violence,4,29.817,-95.3496,4.0,,True,True,Closed,Victim reported domestic violence,June,2,Late Night,Summer
CR009404,2021-09-21,2021,9,21,Tuesday,18:17,18,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,33.9657,-118.154,37.0,Male,False,True,Closed,Police responded to theft call,September,3,Evening,Fall
CR009405,2022-07-23,2022,7,23,Saturday,19:24,19,Los Angeles,Los Angeles - Neighborhood 3,Vandalism,2,33.95,-118.2342,8.0,,False,False,Open,Victim reported vandalism,July,3,Evening,Summer
CR009406,2021-03-02,2021,3,2,Tuesday,01:52,1,New York,New York - Neighborhood 3,Robbery,4,40.7773,-74.0617,41.0,Female,False,False,Closed,Suspect involved in robbery incident,March,1,Late Night,Spring
CR009407,2023-10-09,2023,10,9,Monday,23:52,23,New York,New York - Neighborhood 3,Sexual Assault,5,40.7639,-73.9699,,Unknown,False,False,Closed,Victim reported sexual assault,October,4,Evening,Fall
CR009408,2020-09-06,2020,9,6,Sunday,01:14,1,Chicago,Chicago - Neighborhood 5,Theft,2,41.878,-87.5862,22.0,Male,True,False,Closed,Report of theft at 01:14,September,3,Late Night,Fall
CR009409,2023-09-10,2023,9,10,Sunday,19:55,19,New York,New York - Neighborhood 1,Burglary,3,40.6962,-74.0911,4.0,Male,True,False,Archived,Report of burglary at 19:55,September,3,Evening,Fall
CR009410,2022-10-06,2022,10,6,Thursday,10:53,10,Los Angeles,Los Angeles - Neighborhood 1,Vandalism,2,34.0482,-118.1536,28.0,Male,False,True,Closed,Victim reported vandalism,October,4,Morning,Fall
CR009411,2020-09-04,2020,9,4,Friday,18:44,18,Los Angeles,Los Angeles - Neighborhood 3,Domestic Violence,4,34.131,-118.3086,52.0,Female,False,True,Open,Victim reported domestic violence,September,3,Evening,Fall
CR009412,2022-09-12,2022,9,12,Monday,13:42,13,San Diego,San Diego - Neighborhood 2,Drug Offense,2,32.6815,-117.1893,90.0,Male,False,False,Closed,Police responded to drug offense call,September,3,Afternoon,Fall
CR009413,2022-11-09,2022,11,9,Wednesday,21:33,21,Chicago,Chicago - Neighborhood 3,Theft,2,41.8799,-87.6552,,,False,False,Pending,Police responded to theft call,November,4,Evening,Fall
CR009414,2022-10-28,2022,10,28,Friday,14:34,14,San Jose,San Jose - Neighborhood 1,Assault,4,37.2877,-121.8266,52.0,,True,False,Closed,Suspect involved in assault incident,October,4,Afternoon,Fall
CR009415,2022-11-20,2022,11,20,Sunday,16:10,16,Philadelphia,Philadelphia - Neighborhood 2,Assault,4,39.887,-75.1416,23.0,Female,True,False,Closed,Victim reported assault,November,4,Afternoon,Fall
CR009416,2021-11-16,2021,11,16,Tuesday,10:02,10,Philadelphia,Philadelphia - Neighborhood 1,Sexual Assault,5,40.0417,-75.1871,12.0,Female,True,False,Pending,Victim reported sexual assault,November,4,Morning,Fall
CR009417,2022-03-22,2022,3,22,Tuesday,11:38,11,Houston,Houston - Neighborhood 7,Vandalism,2,29.8038,-95.3263,52.0,Male,True,False,Archived,Report of vandalism at 11:38,March,1,Morning,Spring
CR009418,2021-11-07,2021,11,7,Sunday,05:09,5,New York,New York - Neighborhood 3,Homicide,5,40.7644,-74.029,67.0,,True,False,Open,Report of homicide at 05:09,November,4,Late Night,Fall
CR009419,2021-04-10,2021,4,10,Saturday,04:13,4,New York,New York - Neighborhood 5,Theft,2,40.7985,-74.0268,1.0,Unknown,True,False,Closed,Suspect involved in theft incident,April,2,Late Night,Spring
CR009420,2022-10-20,2022,10,20,Thursday,06:24,6,New York,New York - Neighborhood 8,Vehicle Theft,3,40.6535,-74.0015,48.0,Unknown,False,False,Pending,Victim reported vehicle theft,October,4,Morning,Fall
CR009421,2022-01-24,2022,1,24,Monday,17:23,17,Houston,Houston - Neighborhood 7,Robbery,4,29.7517,-95.4118,86.0,Male,False,False,Closed,Police responded to robbery call,January,1,Afternoon,Winter
CR009422,2021-02-23,2021,2,23,Tuesday,20:30,20,Dallas,Dallas - Neighborhood 9,Theft,2,32.7901,-96.8035,73.0,,True,False,Open,Report of theft at 20:30,February,1,Evening,Winter
CR009423,2021-09-01,2021,9,1,Wednesday,04:46,4,Houston,Houston - Neighborhood 9,Burglary,3,29.7393,-95.3914,15.0,,False,True,Closed,Suspect involved in burglary incident,September,3,Late Night,Fall
CR009424,2022-08-07,2022,8,7,Sunday,11:04,11,New York,New York - Neighborhood 3,Fraud,2,40.7603,-74.0771,16.0,Male,False,False,Closed,Suspect involved in fraud incident,August,3,Morning,Summer
CR009425,2021-06-25,2021,6,25,Friday,17:09,17,Los Angeles,Los Angeles - Neighborhood 4,Assault,4,33.9769,-118.2843,,Unknown,False,True,Pending,Report of assault at 17:09,June,2,Afternoon,Summer
CR009426,2020-07-23,2020,7,23,Thursday,06:10,6,San Antonio,San Antonio - Neighborhood 4,Robbery,4,29.5154,-98.4121,85.0,Unknown,True,False,Closed,Report of robbery at 06:10,July,3,Morning,Summer
CR009427,2021-10-08,2021,10,8,Friday,16:48,16,New York,New York - Neighborhood 7,Homicide,5,40.7996,-73.9995,73.0,Unknown,False,False,Open,Police responded to homicide call,October,4,Afternoon,Fall
CR009428,2020-06-13,2020,6,13,Saturday,11:34,11,New York,New York - Neighborhood 10,Burglary,3,40.7766,-73.9719,7.0,Male,True,False,Pending,Police responded to burglary call,June,2,Morning,Summer
CR009429,2022-08-19,2022,8,19,Friday,16:56,16,New York,New York - Neighborhood 3,Vehicle Theft,3,40.6433,-73.945,49.0,Male,False,False,Closed,Report of vehicle theft at 16:56,August,3,Afternoon,Summer
CR009430,2022-03-18,2022,3,18,Friday,22:45,22,Philadelphia,Philadelphia - Neighborhood 6,Robbery,4,40.0228,-75.2619,,Male,False,False,Closed,Victim reported robbery,March,1,Evening,Spring
CR009431,2020-11-27,2020,11,27,Friday,14:23,14,Los Angeles,Los Angeles - Neighborhood 5,Fraud,2,34.067,-118.2818,,,False,True,Closed,Victim reported fraud,November,4,Afternoon,Fall
CR009432,2022-07-20,2022,7,20,Wednesday,19:28,19,San Antonio,San Antonio - Neighborhood 6,Arson,4,29.4816,-98.5511,28.0,Male,False,False,Archived,Victim reported arson,July,3,Evening,Summer
CR009433,2021-05-29,2021,5,29,Saturday,07:37,7,Dallas,Dallas - Neighborhood 8,Vehicle Theft,3,32.728,-96.7594,,Female,True,False,Open,Victim reported vehicle theft,May,2,Morning,Spring
CR009434,2021-03-29,2021,3,29,Monday,14:09,14,Philadelphia,Philadelphia - Neighborhood 6,Theft,2,39.8841,-75.1702,76.0,Male,True,False,Closed,Suspect involved in theft incident,March,1,Afternoon,Spring
CR009435,2022-12-22,2022,12,22,Thursday,17:02,17,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,33.9618,-118.286,,Unknown,False,False,Closed,Victim reported theft,December,4,Afternoon,Winter
CR009436,2020-04-11,2020,4,11,Saturday,21:39,21,Houston,Houston - Neighborhood 6,Burglary,3,29.8348,-95.3149,,Male,False,False,Pending,Suspect involved in burglary incident,April,2,Evening,Spring
CR009437,2021-11-28,2021,11,28,Sunday,18:14,18,Houston,Houston - Neighborhood 1,Robbery,4,29.6919,-95.4464,,Unknown,False,False,Closed,Police responded to robbery call,November,4,Evening,Fall
CR009438,2020-05-22,2020,5,22,Friday,12:38,12,New York,New York - Neighborhood 3,Vandalism,2,40.7709,-74.079,76.0,Female,False,False,Closed,Victim reported vandalism,May,2,Afternoon,Spring
CR009439,2020-03-08,2020,3,8,Sunday,19:23,19,New York,New York - Neighborhood 5,Vandalism,2,40.7055,-74.0736,52.0,Unknown,False,False,Open,Suspect involved in vandalism incident,March,1,Evening,Spring
CR009440,2022-08-30,2022,8,30,Tuesday,16:22,16,San Diego,San Diego - Neighborhood 3,Vandalism,2,32.6864,-117.2581,68.0,Female,True,False,Closed,Victim reported vandalism,August,3,Afternoon,Summer
CR009441,2020-09-13,2020,9,13,Sunday,14:05,14,Los Angeles,Los Angeles - Neighborhood 3,Drug Offense,2,34.1113,-118.2827,88.0,,True,False,Closed,Report of drug offense at 14:05,September,3,Afternoon,Fall
CR009442,2021-10-27,2021,10,27,Wednesday,03:57,3,New York,New York - Neighborhood 10,Assault,4,40.7032,-74.0245,35.0,Male,True,False,Closed,Suspect involved in assault incident,October,4,Late Night,Fall
CR009443,2020-11-02,2020,11,2,Monday,19:23,19,Chicago,Chicago - Neighborhood 4,Burglary,3,41.9586,-87.5475,46.0,Female,False,False,Closed,Victim reported burglary,November,4,Evening,Fall
CR009444,2022-04-23,2022,4,23,Saturday,17:32,17,Dallas,Dallas - Neighborhood 10,Theft,2,32.6956,-96.7857,53.0,Unknown,False,False,Closed,Suspect involved in theft incident,April,2,Afternoon,Spring
CR009445,2020-03-08,2020,3,8,Sunday,19:58,19,New York,New York - Neighborhood 4,Burglary,3,40.7289,-73.9251,16.0,Male,True,False,Closed,Victim reported burglary,March,1,Evening,Spring
CR009446,2021-09-19,2021,9,19,Sunday,11:35,11,Phoenix,Phoenix - Neighborhood 5,Fraud,2,33.446,-111.9961,90.0,Unknown,True,False,Closed,Police responded to fraud call,September,3,Morning,Fall
CR009447,2021-06-12,2021,6,12,Saturday,22:53,22,Dallas,Dallas - Neighborhood 3,Burglary,3,32.8291,-96.72,86.0,Unknown,False,False,Closed,Victim reported burglary,June,2,Evening,Summer
CR009448,2020-06-10,2020,6,10,Wednesday,19:00,19,Los Angeles,Los Angeles - Neighborhood 1,Vandalism,2,33.986,-118.1705,58.0,,False,False,Open,Victim reported vandalism,June,2,Evening,Summer
CR009449,2022-08-05,2022,8,5,Friday,18:10,18,New York,New York - Neighborhood 1,Drug Offense,2,40.7105,-74.093,35.0,Male,False,False,Closed,Suspect involved in drug offense incident,August,3,Evening,Summer
CR009450,2021-05-22,2021,5,22,Saturday,18:53,18,Philadelphia,Philadelphia - Neighborhood 1,Vehicle Theft,3,40.0234,-75.1133,36.0,Female,False,False,Pending,Report of vehicle theft at 18:53,May,2,Evening,Spring
CR009451,2022-06-29,2022,6,29,Wednesday,17:55,17,Philadelphia,Philadelphia - Neighborhood 4,Sexual Assault,5,39.8815,-75.2552,5.0,Male,False,False,Closed,Police responded to sexual assault call,June,2,Afternoon,Summer
CR009452,2021-03-06,2021,3,6,Saturday,12:23,12,Chicago,Chicago - Neighborhood 1,Domestic Violence,4,41.9724,-87.7225,38.0,,False,True,Pending,Suspect involved in domestic violence incident,March,1,Afternoon,Spring
CR009453,2022-06-12,2022,6,12,Sunday,00:09,0,Phoenix,Phoenix - Neighborhood 5,Vandalism,2,33.4833,-112.0726,56.0,Female,False,False,Closed,Victim reported vandalism,June,2,Late Night,Summer
CR009454,2023-05-22,2023,5,22,Monday,09:06,9,Chicago,Chicago - Neighborhood 2,Burglary,3,41.9099,-87.558,61.0,Female,True,True,Closed,Suspect involved in burglary incident,May,2,Morning,Spring
CR009455,2021-05-24,2021,5,24,Monday,14:30,14,New York,New York - Neighborhood 6,Theft,2,40.8038,-74.0574,,Male,False,False,Closed,Police responded to theft call,May,2,Afternoon,Spring
CR009456,2021-09-27,2021,9,27,Monday,20:41,20,Los Angeles,Los Angeles - Neighborhood 4,Vehicle Theft,3,34.0507,-118.1951,33.0,Unknown,False,False,Closed,Suspect involved in vehicle theft incident,September,3,Evening,Fall
CR009457,2022-11-30,2022,11,30,Wednesday,19:59,19,Chicago,Chicago - Neighborhood 4,Domestic Violence,4,41.7896,-87.6054,,Female,True,True,Closed,Report of domestic violence at 19:59,November,4,Evening,Fall
CR009458,2021-06-19,2021,6,19,Saturday,20:54,20,Phoenix,Phoenix - Neighborhood 5,Drug Offense,2,33.4347,-112.0849,2.0,Unknown,False,False,Pending,Police responded to drug offense call,June,2,Evening,Summer
CR009459,2021-01-15,2021,1,15,Friday,19:30,19,Los Angeles,Los Angeles - Neighborhood 5,Theft,2,34.0758,-118.2464,43.0,Unknown,False,False,Pending,Police responded to theft call,January,1,Evening,Winter
CR009460,2023-02-12,2023,2,12,Sunday,11:11,11,Los Angeles,Los Angeles - Neighborhood 2,Vandalism,2,34.0177,-118.3215,,Unknown,False,False,Closed,Report of vandalism at 11:11,February,1,Morning,Winter
CR009461,2020-04-18,2020,4,18,Saturday,08:05,8,New York,New York - Neighborhood 10,Assault,4,40.7036,-74.033,80.0,Female,True,False,Closed,Report of assault at 08:05,April,2,Morning,Spring
CR009462,2022-06-05,2022,6,5,Sunday,20:30,20,New York,New York - Neighborhood 6,Theft,2,40.7406,-73.9576,,,True,False,Pending,Police responded to theft call,June,2,Evening,Summer
CR009463,2020-06-24,2020,6,24,Wednesday,06:43,6,Philadelphia,Philadelphia - Neighborhood 4,Assault,4,39.8533,-75.0899,81.0,Male,False,False,Open,Police responded to assault call,June,2,Morning,Summer
CR009464,2022-11-14,2022,11,14,Monday,18:28,18,New York,New York - Neighborhood 9,Assault,4,40.6373,-74.0962,3.0,Male,True,False,Open,Victim reported assault,November,4,Evening,Fall
CR009465,2021-11-22,2021,11,22,Monday,12:54,12,Chicago,Chicago - Neighborhood 2,Vehicle Theft,3,41.9427,-87.5458,33.0,Male,False,False,Closed,Victim reported vehicle theft,November,4,Afternoon,Fall
CR009466,2023-10-24,2023,10,24,Tuesday,20:33,20,Houston,Houston - Neighborhood 9,Theft,2,29.7786,-95.4019,9.0,Unknown,False,False,Closed,Suspect involved in theft incident,October,4,Evening,Fall
CR009467,2021-04-05,2021,4,5,Monday,08:14,8,Chicago,Chicago - Neighborhood 2,Fraud,2,41.8716,-87.7147,78.0,Unknown,False,False,Pending,Report of fraud at 08:14,April,2,Morning,Spring
CR009468,2023-03-24,2023,3,24,Friday,02:17,2,New York,New York - Neighborhood 9,Theft,2,40.6727,-74.02,20.0,Female,False,False,Open,Victim reported theft,March,1,Late Night,Spring
CR009469,2021-06-24,2021,6,24,Thursday,05:21,5,Dallas,Dallas - Neighborhood 7,Theft,2,32.7754,-96.7624,18.0,Male,True,False,Open,Suspect involved in theft incident,June,2,Late Night,Summer
CR009470,2022-08-22,2022,8,22,Monday,12:19,12,Chicago,Chicago - Neighborhood 3,Theft,2,41.8654,-87.6226,73.0,Female,True,False,Pending,Police responded to theft call,August,3,Afternoon,Summer
CR009471,2020-01-08,2020,1,8,Wednesday,17:51,17,Houston,Houston - Neighborhood 6,Theft,2,29.8279,-95.4078,37.0,,False,False,Pending,Police responded to theft call,January,1,Afternoon,Winter
CR009472,2021-03-19,2021,3,19,Friday,18:04,18,Los Angeles,Los Angeles - Neighborhood 2,Sexual Assault,5,34.0964,-118.3085,42.0,Female,False,False,Closed,Suspect involved in sexual assault incident,March,1,Evening,Spring
CR009473,2021-11-16,2021,11,16,Tuesday,13:30,13,Chicago,Chicago - Neighborhood 5,Theft,2,41.8905,-87.7178,68.0,Male,True,False,Closed,Report of theft at 13:30,November,4,Afternoon,Fall
CR009474,2023-02-14,2023,2,14,Tuesday,08:34,8,Houston,Houston - Neighborhood 9,Theft,2,29.706,-95.3072,27.0,Unknown,False,False,Closed,Police responded to theft call,February,1,Morning,Winter
CR009475,2023-03-15,2023,3,15,Wednesday,15:28,15,New York,New York - Neighborhood 4,Drug Offense,2,40.6654,-73.9647,73.0,Male,False,False,Archived,Victim reported drug offense,March,1,Afternoon,Spring
CR009476,2020-11-10,2020,11,10,Tuesday,01:06,1,San Antonio,San Antonio - Neighborhood 6,Vehicle Theft,3,29.5083,-98.5194,,Male,False,False,Closed,Police responded to vehicle theft call,November,4,Late Night,Fall
CR009477,2023-08-29,2023,8,29,Tuesday,13:53,13,Philadelphia,Philadelphia - Neighborhood 2,Vandalism,2,39.8687,-75.1011,55.0,Female,False,False,Archived,Victim reported vandalism,August,3,Afternoon,Summer
CR009478,2022-06-29,2022,6,29,Wednesday,13:10,13,New York,New York - Neighborhood 2,Theft,2,40.6925,-74.1089,1.0,Female,False,False,Closed,Suspect involved in theft incident,June,2,Afternoon,Summer
CR009479,2023-07-10,2023,7,10,Monday,16:23,16,San Jose,San Jose - Neighborhood 5,Vehicle Theft,3,37.434,-121.8466,,Male,True,False,Closed,Police responded to vehicle theft call,July,3,Afternoon,Summer
CR009480,2023-12-09,2023,12,9,Saturday,06:46,6,Chicago,Chicago - Neighborhood 3,Sexual Assault,5,41.881,-87.705,28.0,Male,False,False,Closed,Suspect involved in sexual assault incident,December,4,Morning,Winter
CR009481,2021-08-27,2021,8,27,Friday,01:36,1,San Jose,San Jose - Neighborhood 4,Theft,2,37.316,-121.8097,57.0,,False,False,Closed,Suspect involved in theft incident,August,3,Late Night,Summer
CR009482,2021-03-30,2021,3,30,Tuesday,19:21,19,Phoenix,Phoenix - Neighborhood 1,Domestic Violence,4,33.4593,-112.0836,51.0,Female,True,True,Archived,Police responded to domestic violence call,March,1,Evening,Spring
CR009483,2020-12-29,2020,12,29,Tuesday,09:52,9,Chicago,Chicago - Neighborhood 5,Burglary,3,41.788,-87.7228,70.0,Male,True,False,Closed,Report of burglary at 09:52,December,4,Morning,Winter
CR009484,2022-08-06,2022,8,6,Saturday,06:23,6,Dallas,Dallas - Neighborhood 9,Theft,2,32.8017,-96.8136,26.0,Unknown,False,False,Closed,Report of theft at 06:23,August,3,Morning,Summer
CR009485,2023-07-02,2023,7,2,Sunday,15:41,15,New York,New York - Neighborhood 7,Sexual Assault,5,40.6109,-74.1072,43.0,Female,True,True,Archived,Police responded to sexual assault call,July,3,Afternoon,Summer
CR009486,2023-06-14,2023,6,14,Wednesday,08:28,8,Dallas,Dallas - Neighborhood 3,Drug Offense,2,32.7153,-96.8549,63.0,Male,False,False,Closed,Report of drug offense at 08:28,June,2,Morning,Summer
CR009487,2023-06-08,2023,6,8,Thursday,08:26,8,Chicago,Chicago - Neighborhood 1,Domestic Violence,4,41.9754,-87.5943,19.0,Female,False,True,Pending,Report of domestic violence at 08:26,June,2,Morning,Summer
CR009488,2021-01-13,2021,1,13,Wednesday,14:35,14,Los Angeles,Los Angeles - Neighborhood 1,Assault,4,34.042,-118.1446,50.0,,False,False,Pending,Police responded to assault call,January,1,Afternoon,Winter
CR009489,2023-01-17,2023,1,17,Tuesday,15:09,15,New York,New York - Neighborhood 5,Theft,2,40.7602,-74.1014,20.0,Male,False,False,Pending,Suspect involved in theft incident,January,1,Afternoon,Winter
CR009490,2023-08-23,2023,8,23,Wednesday,17:33,17,San Jose,San Jose - Neighborhood 2,Theft,2,37.3311,-121.8755,41.0,Male,True,False,Pending,Victim reported theft,August,3,Afternoon,Summer
CR009491,2021-07-10,2021,7,10,Saturday,14:41,14,New York,New York - Neighborhood 7,Burglary,3,40.8007,-73.9503,64.0,Unknown,False,False,Archived,Report of burglary at 14:41,July,3,Afternoon,Summer
CR009492,2022-08-23,2022,8,23,Tuesday,04:02,4,Los Angeles,Los Angeles - Neighborhood 3,Robbery,4,34.0153,-118.1972,40.0,Male,False,False,Open,Victim reported robbery,August,3,Late Night,Summer
CR009493,2021-02-20,2021,2,20,Saturday,21:47,21,New York,New York - Neighborhood 5,Homicide,5,40.6877,-74.0395,13.0,Female,True,False,Open,Suspect involved in homicide incident,February,1,Evening,Winter
CR009494,2021-09-25,2021,9,25,Saturday,13:01,13,New York,New York - Neighborhood 8,Arson,4,40.6225,-74.0228,72.0,Male,False,False,Open,Police responded to arson call,September,3,Afternoon,Fall
CR009495,2023-03-03,2023,3,3,Friday,20:34,20,New York,New York - Neighborhood 8,Sexual Assault,5,40.7941,-73.9165,,Male,False,False,Open,Report of sexual assault at 20:34,March,1,Evening,Spring
CR009496,2021-09-26,2021,9,26,Sunday,12:28,12,New York,New York - Neighborhood 10,Assault,4,40.7289,-74.0952,45.0,Male,False,True,Closed,Police responded to assault call,September,3,Afternoon,Fall
CR009497,2023-03-02,2023,3,2,Thursday,02:20,2,Dallas,Dallas - Neighborhood 4,Burglary,3,32.6815,-96.7123,,Female,False,False,Archived,Victim reported burglary,March,1,Late Night,Spring
CR009498,2020-09-29,2020,9,29,Tuesday,16:21,16,San Jose,San Jose - Neighborhood 5,Theft,2,37.3169,-121.9529,,Male,False,False,Closed,Report of theft at 16:21,September,3,Afternoon,Fall
CR009499,2022-04-16,2022,4,16,Saturday,05:21,5,New York,New York - Neighborhood 8,Vandalism,2,40.6335,-74.0421,51.0,Female,False,False,Closed,Suspect involved in vandalism incident,April,2,Late Night,Spring
CR009500,2021-10-06,2021,10,6,Wednesday,14:43,14,New York,New York - Neighborhood 4,Theft,2,40.6142,-74.0091,59.0,,False,False,Closed,Victim reported theft,October,4,Afternoon,Fall
CR009501,2021-08-03,2021,8,3,Tuesday,17:57,17,Philadelphia,Philadelphia - Neighborhood 5,Drug Offense,2,39.9156,-75.1957,69.0,,False,False,Closed,Police responded to drug offense call,August,3,Afternoon,Summer
CR009502,2021-03-22,2021,3,22,Monday,20:40,20,Phoenix,Phoenix - Neighborhood 5,Homicide,5,33.3502,-112.1021,46.0,Male,False,False,Pending,Suspect involved in homicide incident,March,1,Evening,Spring
CR009503,2022-07-18,2022,7,18,Monday,19:30,19,Chicago,Chicago - Neighborhood 2,Arson,4,41.8201,-87.66,57.0,Unknown,True,False,Closed,Police responded to arson call,July,3,Evening,Summer
CR009504,2021-06-06,2021,6,6,Sunday,23:44,23,Philadelphia,Philadelphia - Neighborhood 3,Vehicle Theft,3,40.0269,-75.2362,11.0,Unknown,True,True,Open,Police responded to vehicle theft call,June,2,Evening,Summer
